ticket_id,opened_at,resolved_at,requester_id,assigned_group,category,subcategory,priority,channel,resolution_hours,sla_target_hours,sla_met,reopened,csat_score,first_contact_resolution
INC-30755,2026-06-10T12:00,2026-06-10T22:15,U0116,Infrastructure,Identity and Access,Access Request,P3,Portal,10.27,24,Yes,Yes,4,Yes
INC-30756,2026-01-10T23:00,2026-01-11T03:38,U0145,Security Operations,Security,Conditional Access,P2,Portal,4.64,8,Yes,No,3,Yes
INC-30757,2026-06-17T23:00,2026-06-18T04:56,U0075,Cloud Operations,Endpoint,Windows Update,P4,Portal,5.94,72,Yes,No,3,Yes
INC-30758,2026-06-16T07:00,2026-06-18T10:13,U0232,Infrastructure,Network,DHCP,P1,Portal,51.23,4,No,No,4,Yes
INC-30759,2026-07-19T12:00,2026-07-19T18:26,U0234,Service Desk,Security,Phishing,P3,Email,6.44,24,Yes,No,5,No
INC-30760,2026-07-12T10:00,2026-07-12T14:37,U0006,Cloud Operations,Identity and Access,Password Reset,P3,Monitoring,4.62,24,Yes,No,4,Yes
INC-30761,2026-05-25T11:00,2026-05-25T17:00,U0236,Infrastructure,Microsoft 365,Teams,P2,Portal,6.01,8,Yes,Yes,3,Yes
INC-30762,2026-03-09T09:00,2026-03-09T18:19,U0123,Service Desk,Security,Conditional Access,P4,Email,9.33,72,Yes,No,3,Yes
INC-30763,2026-03-21T14:00,2026-03-21T15:40,U0003,Cloud Operations,Network,VPN,P2,Portal,1.68,8,Yes,No,5,Yes
INC-30764,2026-07-01T10:00,2026-07-02T00:42,U0063,Security Operations,Identity and Access,MFA,P3,Email,14.72,24,Yes,No,5,Yes
INC-30765,2026-02-04T03:00,2026-02-04T14:52,U0206,Service Desk,Endpoint,Software Install,P3,Email,11.87,24,Yes,No,4,No
INC-30766,2026-01-24T13:00,2026-01-24T15:10,U0215,Cloud Operations,Security,Phishing,P3,Phone,2.18,24,Yes,No,5,Yes
INC-30767,2026-04-20T17:00,2026-04-20T22:42,U0222,Infrastructure,Printing,Driver,P2,Email,5.71,8,Yes,No,5,No
INC-30768,2026-02-24T00:00,2026-02-24T02:26,U0111,Service Desk,Network,DHCP,P3,Portal,2.45,24,Yes,No,5,No
INC-30769,2026-02-20T00:00,2026-02-20T06:19,U0207,Cloud Operations,Identity and Access,Account Lockout,P3,Phone,6.32,24,Yes,No,5,Yes
INC-30770,2026-05-13T02:00,2026-05-13T04:54,U0088,Service Desk,Endpoint,BitLocker,P3,Phone,2.91,24,Yes,No,4,Yes
INC-30771,2026-03-20T02:00,2026-03-20T08:03,U0049,Cloud Operations,Server,Patch Failure,P4,Email,6.07,72,Yes,No,5,Yes
INC-30772,2026-04-06T09:00,2026-04-06T19:41,U0157,Infrastructure,Cloud,IAM,P3,Email,10.69,24,Yes,No,4,No
INC-30773,2026-07-09T01:00,2026-07-09T08:23,U0031,Cloud Operations,Server,Service Down,P3,Email,7.39,24,Yes,No,5,No
INC-30774,2026-03-04T19:00,2026-03-04T23:59,U0239,Security Operations,Security,Conditional Access,P3,Phone,4.99,24,Yes,No,5,Yes
INC-30775,2026-02-12T19:00,2026-02-13T17:24,U0141,Cloud Operations,Printing,Driver,P4,Monitoring,22.41,72,Yes,No,3,No
INC-30776,2026-06-17T10:00,2026-06-17T16:55,U0047,Service Desk,Microsoft 365,OneDrive,P3,Portal,6.92,24,Yes,No,3,Yes
INC-30777,2026-07-07T13:00,2026-07-07T20:22,U0170,Service Desk,Cloud,EC2,P2,Portal,7.37,8,Yes,No,5,No
INC-30778,2026-04-08T08:00,2026-04-08T11:17,U0193,Cloud Operations,Printing,Driver,P3,Phone,3.3,24,Yes,No,4,Yes
INC-30779,2026-07-19T17:00,2026-07-19T22:53,U0005,Infrastructure,Server,Disk Capacity,P4,Phone,5.88,72,Yes,No,3,Yes
INC-30780,2026-05-20T01:00,2026-05-21T07:05,U0235,Infrastructure,Network,Wi-Fi,P3,Portal,30.1,24,No,Yes,5,Yes
INC-30781,2026-07-18T04:00,2026-07-18T10:36,U0039,Security Operations,Printing,Driver,P3,Monitoring,6.61,24,Yes,Yes,4,Yes
INC-30782,2026-06-18T02:00,2026-06-18T10:32,U0128,Security Operations,Printing,Queue,P4,Email,8.55,72,Yes,No,5,Yes
INC-30783,2026-05-10T05:00,2026-05-10T09:42,U0104,Cloud Operations,Endpoint,Software Install,P4,Phone,4.71,72,Yes,No,5,Yes
INC-30784,2026-06-10T15:00,2026-06-11T01:16,U0017,Security Operations,Identity and Access,Password Reset,P4,Monitoring,10.28,72,Yes,No,4,Yes
INC-30785,2026-06-17T21:00,2026-06-18T02:25,U0094,Cloud Operations,Printing,Queue,P4,Email,5.43,72,Yes,No,5,Yes
INC-30786,2026-07-01T13:00,2026-07-02T10:32,U0195,Infrastructure,Network,VPN,P4,Email,21.55,72,Yes,No,5,Yes
INC-30787,2026-03-27T19:00,2026-03-28T00:38,U0037,Security Operations,Microsoft 365,OneDrive,P3,Email,5.64,24,Yes,No,4,Yes
INC-30788,2026-01-24T03:00,2026-01-24T14:45,U0201,Infrastructure,Network,Wi-Fi,P4,Monitoring,11.75,72,Yes,No,4,Yes
INC-30789,2026-03-09T00:00,2026-03-09T05:05,U0119,Cloud Operations,Microsoft 365,Teams,P2,Email,5.09,8,Yes,No,4,Yes
INC-30790,2026-01-04T07:00,2026-01-04T23:30,U0006,Service Desk,Server,Backup,P4,Email,16.51,72,Yes,No,5,Yes
INC-30791,2026-02-15T11:00,2026-02-16T09:24,U0072,Security Operations,Network,DNS,P4,Monitoring,22.41,72,Yes,No,3,No
INC-30792,2026-02-25T15:00,2026-02-25T21:21,U0174,Security Operations,Identity and Access,Access Request,P2,Monitoring,6.35,8,Yes,No,5,Yes
INC-30793,2026-07-17T10:00,2026-07-17T18:35,U0129,Security Operations,Printing,Printer Offline,P4,Portal,8.59,72,Yes,No,5,No
INC-30794,2026-04-13T04:00,2026-04-13T10:49,U0096,Service Desk,Microsoft 365,OneDrive,P3,Monitoring,6.82,24,Yes,No,3,Yes
INC-30795,2026-02-20T13:00,2026-02-22T01:15,U0167,Cloud Operations,Security,Malware Alert,P4,Email,36.26,72,Yes,No,4,No
INC-30796,2026-03-28T15:00,2026-03-29T03:37,U0053,Security Operations,Security,Phishing,P3,Monitoring,12.63,24,Yes,No,4,No
INC-30797,2026-02-04T21:00,2026-02-04T21:58,U0228,Security Operations,Cloud,EC2,P3,Phone,0.98,24,Yes,No,5,Yes
INC-30798,2026-01-15T03:00,2026-01-15T08:57,U0130,Infrastructure,Security,Phishing,P2,Portal,5.96,8,Yes,No,5,Yes
INC-30799,2026-01-21T18:00,2026-01-22T04:40,U0115,Security Operations,Identity and Access,Account Lockout,P3,Monitoring,10.67,24,Yes,No,4,Yes
INC-30800,2026-01-18T17:00,2026-01-19T07:41,U0132,Service Desk,Microsoft 365,Outlook,P4,Email,14.69,72,Yes,No,5,Yes
INC-30801,2026-05-31T11:00,2026-05-31T23:25,U0158,Security Operations,Cloud,IAM,P2,Monitoring,12.42,8,No,No,3,Yes
INC-30802,2026-02-15T17:00,2026-02-16T12:18,U0146,Cloud Operations,Network,DNS,P3,Portal,19.3,24,Yes,No,4,No
INC-30803,2026-04-01T23:00,2026-04-02T01:11,U0030,Service Desk,Security,Conditional Access,P4,Monitoring,2.19,72,Yes,No,4,Yes
INC-30804,2026-05-08T08:00,2026-05-08T12:02,U0228,Cloud Operations,Security,Conditional Access,P4,Phone,4.03,72,Yes,No,5,Yes
INC-30805,2026-06-27T20:00,2026-06-28T09:07,U0209,Service Desk,Cloud,Storage,P4,Monitoring,13.12,72,Yes,No,5,Yes
INC-30806,2026-05-19T11:00,2026-05-19T12:15,U0028,Infrastructure,Identity and Access,MFA,P4,Email,1.25,72,Yes,No,4,Yes
INC-30807,2026-02-22T15:00,2026-02-22T23:16,U0103,Security Operations,Microsoft 365,OneDrive,P4,Phone,8.27,72,Yes,No,4,Yes
INC-30808,2026-01-23T23:00,2026-01-24T02:07,U0111,Infrastructure,Server,Backup,P4,Monitoring,3.13,72,Yes,No,4,No
INC-30809,2026-02-10T16:00,2026-02-11T13:19,U0246,Security Operations,Cloud,Azure VM,P3,Monitoring,21.33,24,Yes,No,4,Yes
INC-30810,2026-02-26T14:00,2026-02-26T19:42,U0022,Service Desk,Server,Disk Capacity,P3,Portal,5.72,24,Yes,No,3,Yes
INC-30811,2026-05-27T14:00,2026-05-28T01:01,U0014,Service Desk,Security,Malware Alert,P4,Email,11.02,72,Yes,Yes,4,No
INC-30812,2026-05-06T12:00,2026-05-06T16:19,U0080,Cloud Operations,Server,Disk Capacity,P4,Portal,4.32,72,Yes,No,3,No
INC-30813,2026-01-01T09:00,2026-01-01T17:01,U0075,Service Desk,Network,Wi-Fi,P4,Email,8.03,72,Yes,No,5,No
INC-30814,2026-02-24T01:00,2026-02-24T05:58,U0101,Cloud Operations,Microsoft 365,Teams,P3,Monitoring,4.97,24,Yes,No,4,No
INC-30815,2026-04-15T22:00,2026-04-16T14:22,U0239,Infrastructure,Cloud,IAM,P4,Phone,16.37,72,Yes,No,5,Yes
INC-30816,2026-02-23T07:00,2026-02-23T16:16,U0028,Security Operations,Identity and Access,MFA,P2,Email,9.28,8,No,No,4,No
INC-30817,2026-04-20T13:00,2026-04-20T20:25,U0165,Cloud Operations,Network,DNS,P4,Monitoring,7.43,72,Yes,No,4,Yes
INC-30818,2026-03-07T16:00,2026-03-07T21:31,U0128,Security Operations,Server,Backup,P2,Phone,5.52,8,Yes,No,4,No
INC-30819,2026-05-25T11:00,2026-05-25T15:35,U0024,Security Operations,Server,Patch Failure,P4,Email,4.59,72,Yes,No,4,Yes
INC-30820,2026-06-19T09:00,2026-06-19T22:18,U0198,Service Desk,Cloud,IAM,P4,Phone,13.3,72,Yes,No,4,Yes
INC-30821,2026-02-06T00:00,2026-02-06T01:58,U0220,Cloud Operations,Security,Conditional Access,P4,Monitoring,1.98,72,Yes,No,5,Yes
INC-30822,2026-03-09T11:00,2026-03-09T18:33,U0005,Security Operations,Printing,Driver,P4,Portal,7.55,72,Yes,No,5,No
INC-30823,2026-07-15T12:00,2026-07-16T02:12,U0068,Cloud Operations,Network,VPN,P4,Email,14.22,72,Yes,No,5,Yes
INC-30824,2026-04-01T21:00,2026-04-02T04:19,U0111,Service Desk,Identity and Access,Password Reset,P3,Phone,7.33,24,Yes,No,5,No
INC-30825,2026-01-06T21:00,2026-01-07T09:23,U0149,Infrastructure,Cloud,IAM,P4,Portal,12.4,72,Yes,No,5,Yes
INC-30826,2026-04-23T11:00,2026-04-23T13:23,U0021,Cloud Operations,Endpoint,Software Install,P3,Monitoring,2.4,24,Yes,Yes,4,No
INC-30827,2026-03-30T11:00,2026-03-30T22:55,U0232,Security Operations,Endpoint,Software Install,P4,Email,11.92,72,Yes,No,4,Yes
INC-30828,2026-07-05T10:00,2026-07-05T14:55,U0240,Service Desk,Microsoft 365,Teams,P2,Portal,4.93,8,Yes,No,4,No
INC-30829,2026-02-09T00:00,2026-02-09T08:11,U0137,Security Operations,Security,Conditional Access,P3,Portal,8.2,24,Yes,No,5,Yes
INC-30830,2026-01-29T18:00,2026-01-29T23:59,U0049,Cloud Operations,Server,Disk Capacity,P4,Portal,6.0,72,Yes,No,4,Yes
INC-30831,2026-02-25T01:00,2026-02-26T12:59,U0008,Cloud Operations,Network,DHCP,P3,Monitoring,35.99,24,No,No,5,No
INC-30832,2026-05-18T16:00,2026-05-19T03:02,U0151,Service Desk,Network,DNS,P3,Monitoring,11.04,24,Yes,No,5,Yes
INC-30833,2026-05-07T05:00,2026-05-07T13:57,U0171,Cloud Operations,Network,Wi-Fi,P4,Monitoring,8.96,72,Yes,No,3,No
INC-30834,2026-06-08T12:00,2026-06-08T14:45,U0197,Service Desk,Microsoft 365,Teams,P2,Monitoring,2.76,8,Yes,No,5,No
INC-30835,2026-04-27T15:00,2026-04-27T20:48,U0211,Security Operations,Microsoft 365,OneDrive,P3,Portal,5.8,24,Yes,No,3,No
INC-30836,2026-02-17T01:00,2026-02-17T22:20,U0128,Cloud Operations,Cloud,IAM,P4,Monitoring,21.35,72,Yes,Yes,4,Yes
INC-30837,2026-02-02T02:00,2026-02-02T21:55,U0093,Service Desk,Endpoint,Slow Device,P4,Phone,19.93,72,Yes,No,4,No
INC-30838,2026-03-04T16:00,2026-03-04T18:57,U0194,Service Desk,Network,Wi-Fi,P3,Phone,2.96,24,Yes,No,5,No
INC-30839,2026-01-15T05:00,2026-01-15T11:02,U0069,Service Desk,Cloud,Azure VM,P4,Portal,6.05,72,Yes,No,5,Yes
INC-30840,2026-06-13T03:00,2026-06-13T08:31,U0068,Infrastructure,Identity and Access,MFA,P3,Portal,5.53,24,Yes,No,4,Yes
INC-30841,2026-07-14T13:00,2026-07-15T00:16,U0246,Infrastructure,Microsoft 365,Shared Mailbox,P3,Portal,11.27,24,Yes,No,4,Yes
INC-30842,2026-03-06T08:00,2026-03-06T11:58,U0171,Security Operations,Security,Phishing,P3,Phone,3.98,24,Yes,No,5,No
INC-30843,2026-05-21T19:00,2026-05-23T02:41,U0181,Security Operations,Cloud,IAM,P3,Monitoring,31.69,24,No,Yes,3,Yes
INC-30844,2026-03-07T14:00,2026-03-08T03:53,U0149,Service Desk,Cloud,Azure VM,P4,Email,13.89,72,Yes,No,4,No
INC-30845,2026-01-17T05:00,2026-01-17T09:27,U0246,Service Desk,Microsoft 365,Outlook,P4,Email,4.46,72,Yes,No,5,Yes
INC-30846,2026-02-06T20:00,2026-02-06T21:33,U0202,Service Desk,Server,Patch Failure,P3,Phone,1.55,24,Yes,No,5,Yes
INC-30847,2026-04-05T05:00,2026-04-05T18:59,U0100,Cloud Operations,Security,Phishing,P4,Email,14.0,72,Yes,No,4,Yes
INC-30848,2026-03-28T09:00,2026-03-30T05:58,U0135,Cloud Operations,Identity and Access,MFA,P3,Monitoring,44.97,24,No,No,4,Yes
INC-30849,2026-04-06T16:00,2026-04-07T00:57,U0090,Cloud Operations,Endpoint,Software Install,P3,Monitoring,8.95,24,Yes,No,4,No
INC-30850,2026-05-14T15:00,2026-05-14T22:58,U0243,Infrastructure,Cloud,EC2,P3,Phone,7.98,24,Yes,No,5,Yes
INC-30851,2026-02-04T01:00,2026-02-04T09:25,U0104,Service Desk,Cloud,EC2,P4,Portal,8.42,72,Yes,No,4,Yes
INC-30852,2026-03-25T17:00,2026-03-26T12:38,U0177,Security Operations,Endpoint,BitLocker,P3,Portal,19.63,24,Yes,No,4,Yes
INC-30853,2026-04-15T21:00,2026-04-16T18:03,U0161,Security Operations,Printing,Driver,P3,Phone,21.05,24,Yes,No,5,Yes
INC-30854,2026-03-25T22:00,2026-03-26T03:28,U0062,Cloud Operations,Server,Backup,P2,Email,5.48,8,Yes,No,5,Yes
INC-30855,2026-01-27T08:00,2026-01-27T11:41,U0012,Infrastructure,Microsoft 365,Shared Mailbox,P3,Monitoring,3.7,24,Yes,No,5,Yes
INC-30856,2026-07-07T13:00,2026-07-07T18:10,U0095,Service Desk,Security,Phishing,P4,Phone,5.17,72,Yes,Yes,5,Yes
INC-30857,2026-04-07T01:00,2026-04-07T10:34,U0065,Infrastructure,Security,Phishing,P4,Monitoring,9.57,72,Yes,No,5,Yes
INC-30858,2026-01-03T12:00,2026-01-03T16:23,U0085,Service Desk,Security,Phishing,P4,Email,4.39,72,Yes,No,4,Yes
INC-30859,2026-04-30T10:00,2026-04-30T18:54,U0190,Service Desk,Server,Disk Capacity,P4,Phone,8.91,72,Yes,No,4,Yes
INC-30860,2026-01-16T18:00,2026-01-16T23:18,U0118,Service Desk,Endpoint,Windows Update,P3,Email,5.3,24,Yes,No,3,Yes
INC-30861,2026-03-12T00:00,2026-03-12T16:25,U0176,Security Operations,Server,Service Down,P3,Portal,16.42,24,Yes,No,4,Yes
INC-30862,2026-01-03T22:00,2026-01-04T07:20,U0229,Security Operations,Endpoint,Slow Device,P3,Portal,9.34,24,Yes,No,4,Yes
INC-30863,2026-05-23T00:00,2026-05-23T11:06,U0183,Cloud Operations,Microsoft 365,Shared Mailbox,P3,Email,11.11,24,Yes,No,5,Yes
INC-30864,2026-07-13T23:00,2026-07-14T05:22,U0204,Security Operations,Network,Wi-Fi,P4,Phone,6.37,72,Yes,No,4,No
INC-30865,2026-01-08T04:00,2026-01-08T09:47,U0238,Service Desk,Network,VPN,P3,Email,5.78,24,Yes,No,4,No
INC-30866,2026-07-02T10:00,2026-07-02T15:32,U0183,Infrastructure,Microsoft 365,Outlook,P3,Email,5.55,24,Yes,No,4,No
INC-30867,2026-03-24T10:00,2026-03-25T12:50,U0062,Service Desk,Identity and Access,Account Lockout,P3,Portal,26.84,24,No,No,4,Yes
INC-30868,2026-03-03T04:00,2026-03-03T18:23,U0206,Infrastructure,Identity and Access,Password Reset,P3,Email,14.4,24,Yes,No,3,Yes
INC-30869,2026-07-06T22:00,2026-07-07T04:12,U0071,Cloud Operations,Microsoft 365,Outlook,P4,Portal,6.21,72,Yes,No,3,No
INC-30870,2026-01-09T14:00,2026-01-09T15:32,U0164,Service Desk,Identity and Access,Password Reset,P2,Email,1.53,8,Yes,No,3,Yes
INC-30871,2026-07-04T07:00,2026-07-04T13:01,U0030,Cloud Operations,Server,Patch Failure,P2,Phone,6.03,8,Yes,No,5,No
INC-30872,2026-07-17T01:00,2026-07-17T10:14,U0039,Infrastructure,Security,Malware Alert,P3,Portal,9.24,24,Yes,No,5,Yes
INC-30873,2026-05-29T16:00,2026-05-29T21:26,U0089,Cloud Operations,Security,Phishing,P2,Phone,5.44,8,Yes,No,4,Yes
INC-30874,2026-05-19T15:00,2026-05-19T20:28,U0069,Infrastructure,Printing,Queue,P3,Phone,5.48,24,Yes,No,4,Yes
INC-30875,2026-02-28T10:00,2026-02-28T18:45,U0121,Service Desk,Printing,Queue,P4,Email,8.76,72,Yes,No,5,No
INC-30876,2026-07-10T21:00,2026-07-11T09:40,U0241,Infrastructure,Security,Phishing,P3,Portal,12.68,24,Yes,No,3,No
INC-30877,2026-05-15T00:00,2026-05-15T02:45,U0136,Service Desk,Cloud,IAM,P4,Phone,2.75,72,Yes,No,5,Yes
INC-30878,2026-06-12T00:00,2026-06-12T05:28,U0184,Infrastructure,Security,Conditional Access,P4,Portal,5.47,72,Yes,No,4,Yes
INC-30879,2026-01-23T16:00,2026-01-24T02:08,U0044,Cloud Operations,Endpoint,Windows Update,P4,Phone,10.15,72,Yes,No,4,No
INC-30880,2026-02-14T21:00,2026-02-15T14:48,U0027,Cloud Operations,Server,Patch Failure,P4,Portal,17.82,72,Yes,No,3,No
INC-30881,2026-04-10T20:00,2026-04-11T16:25,U0075,Service Desk,Printing,Printer Offline,P3,Monitoring,20.42,24,Yes,No,5,Yes
INC-30882,2026-04-27T08:00,2026-04-27T14:14,U0072,Cloud Operations,Endpoint,Slow Device,P3,Email,6.25,24,Yes,No,4,Yes
INC-30883,2026-06-21T07:00,2026-06-21T09:51,U0035,Security Operations,Endpoint,Slow Device,P4,Phone,2.85,72,Yes,No,5,Yes
INC-30884,2026-04-10T18:00,2026-04-11T07:41,U0135,Cloud Operations,Network,Wi-Fi,P3,Portal,13.7,24,Yes,No,4,No
INC-30885,2026-02-05T05:00,2026-02-05T15:42,U0185,Service Desk,Microsoft 365,Outlook,P2,Email,10.71,8,No,No,3,Yes
INC-30886,2026-03-09T21:00,2026-03-10T03:49,U0058,Service Desk,Security,Malware Alert,P3,Portal,6.82,24,Yes,No,3,No
INC-30887,2026-06-22T16:00,2026-06-22T21:40,U0119,Security Operations,Security,Conditional Access,P4,Portal,5.68,72,Yes,Yes,4,Yes
INC-30888,2026-01-10T09:00,2026-01-10T14:40,U0141,Infrastructure,Identity and Access,Password Reset,P3,Email,5.68,24,Yes,No,4,Yes
INC-30889,2026-06-20T02:00,2026-06-21T00:51,U0246,Security Operations,Cloud,EC2,P4,Email,22.85,72,Yes,No,5,No
INC-30890,2026-02-16T01:00,2026-02-16T17:23,U0223,Cloud Operations,Identity and Access,Password Reset,P2,Phone,16.39,8,No,No,5,Yes
INC-30891,2026-04-28T09:00,2026-04-28T23:15,U0044,Infrastructure,Identity and Access,MFA,P3,Email,14.25,24,Yes,No,5,Yes
INC-30892,2026-04-26T14:00,2026-04-27T16:27,U0034,Security Operations,Printing,Driver,P2,Portal,26.46,8,No,No,5,Yes
INC-30893,2026-04-26T12:00,2026-04-26T18:26,U0203,Service Desk,Network,VPN,P3,Portal,6.44,24,Yes,No,5,No
INC-30894,2026-01-07T11:00,2026-01-08T04:44,U0102,Service Desk,Identity and Access,Password Reset,P4,Monitoring,17.73,72,Yes,No,5,Yes
INC-30895,2026-03-14T23:00,2026-03-15T11:57,U0088,Cloud Operations,Microsoft 365,Outlook,P4,Monitoring,12.96,72,Yes,No,4,Yes
INC-30896,2026-02-07T11:00,2026-02-07T18:32,U0165,Infrastructure,Security,Conditional Access,P3,Email,7.54,24,Yes,No,4,Yes
INC-30897,2026-01-15T02:00,2026-01-15T10:42,U0050,Cloud Operations,Microsoft 365,OneDrive,P3,Email,8.71,24,Yes,No,5,No
INC-30898,2026-06-30T18:00,2026-06-30T20:52,U0158,Service Desk,Endpoint,Slow Device,P3,Portal,2.87,24,Yes,No,5,Yes
INC-30899,2026-01-07T11:00,2026-01-07T14:42,U0147,Infrastructure,Identity and Access,Password Reset,P3,Monitoring,3.71,24,Yes,No,5,No
INC-30900,2026-05-18T20:00,2026-05-19T05:29,U0200,Cloud Operations,Printing,Driver,P4,Monitoring,9.49,72,Yes,No,5,Yes
INC-30901,2026-07-03T00:00,2026-07-03T12:16,U0038,Cloud Operations,Server,Disk Capacity,P3,Phone,12.28,24,Yes,Yes,5,No
INC-30902,2026-07-14T17:00,2026-07-14T18:36,U0199,Security Operations,Network,DHCP,P4,Portal,1.61,72,Yes,No,5,Yes
INC-30903,2026-07-10T18:00,2026-07-11T05:23,U0107,Service Desk,Security,Conditional Access,P3,Monitoring,11.39,24,Yes,No,4,Yes
INC-30904,2026-03-20T04:00,2026-03-23T11:01,U0167,Infrastructure,Network,DNS,P3,Portal,79.02,24,No,No,4,No
INC-30905,2026-04-28T23:00,2026-04-29T03:36,U0178,Security Operations,Printing,Queue,P4,Portal,4.6,72,Yes,No,4,Yes
INC-30906,2026-05-03T18:00,2026-05-03T20:01,U0098,Security Operations,Endpoint,BitLocker,P3,Monitoring,2.03,24,Yes,No,4,Yes
INC-30907,2026-06-14T19:00,2026-06-16T19:21,U0081,Cloud Operations,Printing,Printer Offline,P2,Phone,48.36,8,No,No,4,Yes
INC-30908,2026-02-21T04:00,2026-02-21T05:25,U0001,Service Desk,Network,DHCP,P3,Monitoring,1.43,24,Yes,No,5,Yes
INC-30909,2026-01-20T03:00,2026-01-20T19:09,U0020,Service Desk,Microsoft 365,Teams,P4,Phone,16.16,72,Yes,No,3,Yes
INC-30910,2026-01-23T22:00,2026-01-24T07:58,U0076,Service Desk,Printing,Driver,P3,Phone,9.97,24,Yes,No,5,No
INC-30911,2026-06-28T10:00,2026-06-28T19:41,U0095,Infrastructure,Network,Wi-Fi,P4,Phone,9.7,72,Yes,Yes,5,Yes
INC-30912,2026-04-07T10:00,2026-04-07T23:28,U0036,Security Operations,Printing,Queue,P3,Email,13.47,24,Yes,No,4,Yes
INC-30913,2026-02-01T18:00,2026-02-02T22:24,U0018,Cloud Operations,Security,Phishing,P4,Monitoring,28.41,72,Yes,No,5,Yes
INC-30914,2026-01-24T06:00,2026-01-24T13:39,U0034,Cloud Operations,Network,Wi-Fi,P3,Email,7.65,24,Yes,No,5,Yes
INC-30915,2026-07-06T06:00,2026-07-06T12:41,U0109,Infrastructure,Microsoft 365,OneDrive,P3,Email,6.7,24,Yes,No,5,Yes
INC-30916,2026-04-29T01:00,2026-04-29T06:31,U0171,Cloud Operations,Printing,Queue,P2,Phone,5.52,8,Yes,No,5,No
INC-30917,2026-07-17T21:00,2026-07-18T12:51,U0012,Service Desk,Server,Backup,P2,Phone,15.86,8,No,No,3,Yes
INC-30918,2026-03-12T06:00,2026-03-12T12:10,U0238,Infrastructure,Cloud,Storage,P4,Monitoring,6.17,72,Yes,No,4,No
INC-30919,2026-01-26T23:00,2026-01-28T10:28,U0229,Infrastructure,Identity and Access,Password Reset,P4,Email,35.47,72,Yes,No,5,Yes
INC-30920,2026-07-06T17:00,2026-07-07T00:49,U0156,Security Operations,Server,Service Down,P4,Monitoring,7.83,72,Yes,No,4,No
INC-30921,2026-07-04T10:00,2026-07-05T00:04,U0175,Cloud Operations,Network,DHCP,P4,Portal,14.07,72,Yes,No,5,No
INC-30922,2026-01-09T03:00,2026-01-09T15:15,U0110,Security Operations,Security,Conditional Access,P4,Portal,12.26,72,Yes,No,5,Yes
INC-30923,2026-06-19T19:00,2026-06-20T04:13,U0221,Service Desk,Network,Wi-Fi,P4,Portal,9.23,72,Yes,No,4,Yes
INC-30924,2026-02-28T16:00,2026-02-28T20:30,U0023,Security Operations,Endpoint,BitLocker,P3,Portal,4.51,24,Yes,No,5,No
INC-30925,2026-02-06T03:00,2026-02-06T05:16,U0084,Security Operations,Cloud,Storage,P3,Portal,2.27,24,Yes,No,5,No
INC-30926,2026-04-02T23:00,2026-04-03T08:56,U0140,Service Desk,Network,DNS,P3,Email,9.95,24,Yes,No,3,No
INC-30927,2026-01-12T21:00,2026-01-15T21:01,U0154,Cloud Operations,Network,Wi-Fi,P4,Email,72.02,72,No,No,5,Yes
INC-30928,2026-06-25T03:00,2026-06-25T07:54,U0140,Security Operations,Microsoft 365,Outlook,P3,Monitoring,4.91,24,Yes,No,4,Yes
INC-30929,2026-07-06T00:00,2026-07-06T07:40,U0249,Infrastructure,Printing,Printer Offline,P3,Monitoring,7.67,24,Yes,No,3,No
INC-30930,2026-01-23T00:00,2026-01-23T08:44,U0039,Security Operations,Security,Conditional Access,P3,Monitoring,8.73,24,Yes,No,4,No
INC-30931,2026-02-14T12:00,2026-02-14T16:59,U0103,Infrastructure,Server,Service Down,P3,Phone,4.99,24,Yes,No,4,No
INC-30932,2026-05-04T08:00,2026-05-04T21:19,U0146,Service Desk,Printing,Printer Offline,P3,Portal,13.32,24,Yes,No,5,Yes
INC-30933,2026-04-28T06:00,2026-04-28T09:27,U0118,Security Operations,Server,Service Down,P3,Email,3.46,24,Yes,No,5,Yes
INC-30934,2026-03-26T12:00,2026-03-29T00:55,U0203,Security Operations,Endpoint,Software Install,P4,Email,60.92,72,Yes,No,5,No
INC-30935,2026-04-27T10:00,2026-04-27T15:04,U0087,Security Operations,Printing,Printer Offline,P3,Phone,5.08,24,Yes,No,5,Yes
INC-30936,2026-03-17T23:00,2026-03-18T11:42,U0027,Infrastructure,Network,VPN,P3,Monitoring,12.72,24,Yes,No,3,No
INC-30937,2026-06-17T11:00,2026-06-18T17:17,U0005,Cloud Operations,Cloud,Storage,P4,Phone,30.29,72,Yes,No,4,Yes
INC-30938,2026-04-15T23:00,2026-04-17T05:48,U0043,Service Desk,Microsoft 365,Teams,P4,Phone,30.81,72,Yes,No,4,No
INC-30939,2026-01-30T16:00,2026-01-30T21:39,U0117,Service Desk,Server,Patch Failure,P3,Phone,5.66,24,Yes,No,4,No
INC-30940,2026-05-06T07:00,2026-05-06T13:40,U0135,Service Desk,Network,DNS,P4,Monitoring,6.68,72,Yes,No,4,Yes
INC-30941,2026-04-02T01:00,2026-04-02T11:02,U0244,Service Desk,Endpoint,Slow Device,P4,Phone,10.04,72,Yes,No,5,Yes
INC-30942,2026-02-11T23:00,2026-02-12T17:31,U0194,Security Operations,Security,Phishing,P3,Phone,18.52,24,Yes,No,4,No
INC-30943,2026-06-30T03:00,2026-06-30T22:04,U0199,Security Operations,Server,Backup,P3,Portal,19.07,24,Yes,No,5,Yes
